CODIGO|NOME|DTINICIO|DTFIM|natRubr|tpRubr|codIncCP|codIncIRRF|codIncFGTS|codIncSIND|repDSR|rep13|repFerias|repResc|repAfast|fatorRubr|LOCALAPLIC|Domestica|SE|Geral|DESCRICAO|NOTA|ordRescDom|PerAdicRub|ordRemDom|repSFDom|PerFolRes|PerEditRub|PerExcRub|FilCatRub|grupRendDom|codIncCPRP|codIncPisPasep|RDConsignado
eSocial5553|Devolução de verbas indenizatórias|01072021||9299|2|0|9|0|0|N|N|N|N|N||S-1200-M;S-2299|S|S|S|Devolução de verbas indenizatórias (sem natureza de remuneração), pagas indevidamente, relativa a mês(es) atual ou anterior(es).|17|31|S|34|N|N|S|S||46|0|0|N
eSocial5554|Devolução de 13º salário - Anos anteriores|01072016||9290|2|12|12|12|0|N|N|N|N|N||S-1200-M;S-2299|S|S|S|Devolução de 13º salário do empregado, pago indevidamente, relativa a ano anterior.||29|S|32|N|N|S|S|||0|0|N
eSocial9500|Dependente - Remuneração Mensal|01012014|30062021|9989|4|0|0|0|0|N|N|N|N|N||S-1200-M;S-2299|S|S|S|Valor a SER calculado na apuração do IRRF (quant. Dep IRRF X valor dedução por dependente Tabela Receita Federal)|||N||N|N|N|N|5|0|0|0|N
eSocial9500|Dependente - Remuneração Mensal|01072021||9989|4|0|9|0|0|N|N|N|N|N||S-1200-M;S-2299|S|S|S|Valor a SER calculado na apuração do IRRF (quant. Dep IRRF X valor dedução por dependente Tabela Receita Federal)|||N||N|N|N|N|5|0|0|0|N
eSocial9501|Dependente - 13° salário|01012014|30062021|9989|4|0|0|0|0|N|N|N|N|N||S-1200-M;S-1200-A;S-2299|S|S|S|Valor a SER calculado na apuração do IRRF (quant. Dep IRRF X valor dedução por dependente Tabela Receita Federal)|||N||N|N|N|N|5|51|0|0|N
eSocial9501|Dependente - 13° salário|01072021||9989|4|0|9|0|0|N|N|N|N|N||S-1200-M;S-1200-A;S-2299|S|S|S|Valor a SER calculado na apuração do IRRF (quant. Dep IRRF X valor dedução por dependente Tabela Receita Federal)|||N||N|N|N|N|5|51|0|0|N
eSocial9502|Dependente - Férias|01012014|30062021|9989|4|0|0|0|0|N|N|N|N|N||S-1200-M;S-2299|S|S|S|Valor a SER calculado na apuração do IRRF (quant. Dep IRRF X valor dedução por dependente Tabela Receita Federal)|||N||N|N|N|N|1;5|0|0|0|N
eSocial9502|Dependente - Férias|01072021||9989|4|0|9|0|0|N|N|N|N|N||S-1200-M;S-2299|S|S|S|Valor a SER calculado na apuração do IRRF (quant. Dep IRRF X valor dedução por dependente Tabela Receita Federal)|||N||N|N|N|N|1;5|0|0|0|N
eSocial9510|PSO - Mensal|01012014||9989|4|0|41|0|0|N|N|N|N|N||S-1200-M;S-2299|S|S|S|Valor referente à PSO (Previdência Social Oficial) a ser deduzido para apuração da base de IR mensal.|||N||N|N|N|N|5|0|0|0|N
eSocial9511|PSO - Férias|01012014||9989|4|0|43|0|0|N|N|N|N|N||S-1200-M;S-2299|S|S|S|Valor referente à PSO (Previdência Social Oficial) a ser deduzido para apuração da base de IR sobre férias.|||N||N|N|N|N|5|0|0|0|N
eSocial9600|Base de Cálculo do FGTS - Parcelamento (MP 927/2020)|01012014|31122020|9939|3|0|0|11|0|N|N|N|N|N||S-1200-M;S-2299|S|N|N|Valor referente à base de cálculo do FGTS parcelado, nos termos da Medida Provisória 927/2020, no período de referência.|||N||N|N|N|N||0|0|0|N
eSocial9600|Base de Cálculo do FGTS - Parcelamento (MP 1.046/2021)|01042021|30062021|9939|3|0|0|11|0|N|N|N|N|N||S-1200-M;S-2299|S|N|N|Valor referente à base de cálculo do FGTS parcelado, nos termos da Medida Provisória 1.046/2021, no período de referência.|||N||N|N|N|N||0|0|0|N
eSocial9600|Base de Cálculo do FGTS - Parcelamento (MP 1.046/2021)|01072021|31122021|9939|3|0|9|11|0|N|N|N|N|N||S-1200-M;S-2299|S|N|N|Valor referente à base de cálculo do FGTS parcelado, nos termos da Medida Provisória 1.046/2021, no período de referência.|||N||N|N|N|N||0|0|0|N
eSocial9600|Base de Cálculo do FGTS - Parcelamento (MTE 3.553/2023 e MTE 3.782/2023)|01102023|29022024|9939|3|0|9|11|0|N|N|N|N|N||S-1200-M;S-2299|S|N|N|Valor referente à base de cálculo do FGTS parcelado, nos termos da Portaria MTE 3.553/2023 e MTE 3.782/2023, no período de referência.|||N||N|N|N|N||0|0|0|N
eSocial9600|Base de Cálculo do FGTS - Parcelamento (MTE 729/2024)|01042024|31072024|9939|3|0|9|11|0|N|N|N|N|N||S-1200-M;S-2299|S|N|N|Valor referente à base de cálculo do FGTS parcelado, nos termos da Portaria MTE 729/2024, no período de referência.|||N||N|N|N|N||0|0|0|N
eSocial9700|Empréstimo eConsignado|01012014||9253|2|0|9|31|0|N|N|N|S|N||S-1200-M;S-2299|S|S|S|Empréstimo eConsignado|||S||N|N|S|S||0|0|0|N
eSocial9782|Provisão de parcela de empréstimo eConsignado - Férias|01042024||9299|2|0|9|0|0|N|N|N|N|N||S-1200-M|S|S|S|Desconto referente à parcela de empréstimo eConsignado calculada no período de férias gozadas.|||N||N|N|N|N|1;5|0|0|0|N
eSocial9783|Compensação de provisão de parcela de empréstimo eConsignado no mês - Férias|01042024||1099|1|0|9|0|0|N|N|N|N|N||S-1200-M;S-2299|S|S|S|Valor referente à compensação da parcela de empréstimo eConsignado já descontada no recibo de férias.||63|N|53|N|N|N|N|||0|0|N
